nflId,num_snaps,Name,Position,estimate
41227,149,Jadeveon Clowney,DE,0.3574823522
41231,142,Khalil Mack,OLB,0.18263075808
41232,256,Jake Matthews,T,0.0010817910135
41235,12,Anthony Barr,OLB,1.429622721
41239,238,Aaron Donald,DT,1.392018678
41243,28,C.J. Mosley,ILB,1.0020077172
41249,84,Dee Ford,DE,1.0279869319
41256,7,Jimmie Ward,FS,0.9229699219
41257,4,Bradley Roby,CB,9.48431978
41262,59,Xavier Su'a-Filo,G,0.0010662553072
41263,25,Demarcus Lawrence,DE,0.898700016
41264,218,Joel Bitonio,G,0.00195794887239
41269,62,Kyle Van Noy,OLB,0.9234380042
41279,57,Jeremiah Attaochu,OLB,0.24195184335
41286,12,Carlos Hyde,RB,0.0056913763229
41293,175,Justin Britt,C,0.0017141095989
41296,202,Billy Turner,T,0.0018180225057
41300,10,Christian Kirksey,OLB,0.780958471
41310,205,Gabe Jackson,G,0.0039465557508
41322,163,Brandon Linder,G,0.00060860063814
41324,73,Michael Schofield,G,0.00106323735109
41332,5,Devonta Freeman,RB,0.0027651365113
41336,66,Justin Ellis,DT,0.5750118749
41338,19,Ross Cockrell,CB,0.5031717738
41341,121,DaQuan Jones,DT,0.994502863
41348,10,Anthony Hitchens,ILB,0.90155854559
41349,6,Logan Thomas,TE,0.005903290958
41358,4,Dontae Johnson,CB,0.8853345067
41359,12,James White,RB,0.003740700602
41363,79,Brent Urban,DE,1.0400112325
41376,5,Ricardo Allen,SS,0.5843829122
41387,6,Caraun Reid,DT,1.0484214044
41390,238,Corey Linsley,C,0.00027610261949
41403,46,Devon Kennard,OLB,0.6537135265
41436,272,Matt Paradis,C,0.0006923286779
41449,60,Shamar Stephen,DE,0.5481605422
41464,136,Shelby Harris,DE,0.483708029
41475,259,Charles Leno,T,6.640258136e-05
41502,21,Daniel Sorensen,FS,0.6686947158
41532,86,James Hurst,T,0.005481839668
41563,112,Cornelius Lucas,T,0.0009181731777
41595,3,Mike Pennel,NT,0.9903195565
41619,221,Trey Hopkins,C,2.0190098678e-05
41630,60,Justin McCray,C,0.0015184564566
41665,55,Tyler Shatley,G,0.0015568264628
41667,15,Josh Wells,T,0.004736418744
41707,1,Tyler Larsen,C,0.0052364711415
41712,14,Damien Williams,RB,0.00522043614
41722,9,Josh Mauro,DE,1.8715740474
41786,147,Kerry Hyder,DE,0.5176651051
41808,16,Keith Smith,FB,0.004743264684
41915,189,Shaquil Barrett,OLB,0.1352250284
41919,14,Zach Kerr,DT,1.1061258787
41939,216,Andrew Norwell,G,0.000142834576357
41947,3,Christian Jones,ILB,0.77737110738
41959,238,Matt Feiler,G,6.5379125702e-05
42030,4,K'Waun Williams,CB,0.9695051428
42031,175,Denico Autry,DE,1.0956109017
42116,8,Adrian Phillips,SS,1.0004276556
42302,23,Chris Manhertz,TE,0.0025126924968
42331,42,Efe Obada,DE,1.2509414078
42346,113,Dante Fowler,OLB,0.1714506446
42348,113,Brandon Scherff,G,8.688581313e-05
42349,207,Leonard Williams,DT,0.917625773
42352,259,Ereck Flowers,G,9.270888712e-05
42355,52,Danny Shelton,NT,0.6499470232
42356,127,Andrus Peat,G,0.00132133071681
42358,19,Melvin Gordon,RB,0.004020985812
42360,141,Arik Armstead,DE,0.7911388497
42362,194,Cameron Erving,T,0.00019715155598
42365,99,Bud Dupree,OLB,1.1128938686
42367,205,D.J. Humphries,T,0.0008401658429
42368,25,Shaq Thompson,OLB,0.6677822211
42370,3,Byron Jones,CB,1.1345892126
42375,99,Malcom Brown,DT,0.341690374
42376,8,Landon Collins,SS,0.4806164556
42377,270,Donovan Smith,T,0.0021981294767
42378,54,Mario Edwards,DT,0.6771874936
42381,117,Preston Smith,OLB,0.7806866856
42382,48,Eddie Goldman,NT,0.8472485043
42386,2,Benardrick McKinney,ILB,0.9915008192
42388,24,Eric Kendricks,ILB,0.6725475359
42389,2,Jaquiski Tartt,SS,1.1232765749
42390,7,Eric Rowe,SS,0.9371248707
42391,3,Denzel Perryman,ILB,0.92331906704
42392,221,Mitch Morse,C,0.0014808265222
42395,24,Jordan Phillips,DE,0.856143116
42398,21,Maxx Williams,TE,0.0039857294404
42400,222,Rob Havenstein,T,0.0011420310957
42401,165,Markus Golden,OLB,0.25288871447
42403,117,Randy Gregory,DE,0.31609173867
42404,270,Ali Marpet,G,0.0016926194955
42406,87,Frank Clark,DE,1.481980021
42410,109,A.J. Cann,G,0.00030734041389
42421,7,P.J. Williams,CB,0.4310401542
42424,221,John Miller,G,0.0005570441591
42427,36,Jordan Hicks,ILB,1.229293168
42429,25,David Johnson,RB,0.0041926740851
42431,188,Danielle Hunter,DE,0.20749535501
42433,48,Carl Davis,NT,1.1987763098
42436,13,Henry Anderson,DE,0.8399622516
42443,104,Angelo Blackson,DT,0.12192520228
42444,97,Trey Flowers,OLB,0.5954274498
42445,221,Daryl Williams,T,0.00218901339448
42460,12,Blake Bell,TE,0.0024439507108
42465,7,Za'Darius Smith,OLB,1.1000731051
42467,12,Kwon Alexander,OLB,1.05224780929
42469,38,Mike Davis,RB,0.0032870517877
42470,13,Damien Wilson,OLB,0.54193271816
42471,199,Jon Feliciano,G,0.0004725770721
42474,192,Shaquille Mason,G,0.0033441552325
42476,116,Max Garcia,C,0.0055136883793
42477,192,Mark Glowinski,G,0.001658800131
42480,165,Grady Jarrett,DT,0.3705278362
42485,4,Adrian Amos,FS,0.846971362
42488,1,Bobby McCain,CB,1.366011581
42497,83,Tyeler Davison,DT,0.3762549309
42500,14,C.J. Uzomah,TE,0.0025967751396
42503,8,Jesse James,TE,0.0033926898425
42535,75,Darius Philon,DT,0.6603669944
42543,1,Quandre Diggs,FS,1.6289328616
42553,58,Christian Ringo,DT,0.4478485922
42559,109,Christian Covington,NT,0.812572537
42560,91,Rakeem Nunez-Roches,DT,0.4457969931
42565,36,Austin Reiter,C,0.0006723453895
42654,53,La'el Collins,T,0.0010302558543
42667,33,Justin Hamilton,DT,1.31128364243
42721,10,Eric Tomlinson,TE,0.0022625109424
42765,122,Chris Reed,G,0.0017093626108
42816,11,Troy Hill,CB,0.82884315
42826,77,DeShawn Williams,DT,0.4915012341
42830,1,Anthony Harris,FS,0.8615388919
42837,42,Malcolm Brown,RB,0.0030276260208
42869,8,James Vaughters,OLB,0.5756242866
42883,247,David Andrews,C,0.0018410748875
42901,4,Dean Marlowe,SS,0.4814999418
42924,250,Jesse Davis,T,4.9472533849e-05
42929,2,Alex Singleton,OLB,1.27474654136
42935,5,Bryce Callahan,CB,0.6257133306
42954,115,Greg Mancz,C,0.000440192974703
43045,224,Quinton Spain,G,2.631395529e-05
43062,7,Nick Dzubnar,ILB,0.8272629471
43292,149,Joey Bosa,OLB,0.692517997
43293,23,Ezekiel Elliott,RB,0.006570054705
43294,7,Jalen Ramsey,CB,0.71246469907
43296,189,DeForest Buckner,DT,0.9714207
43297,143,Jack Conklin,T,0.0022105097521
43298,185,Leonard Floyd,OLB,0.07672145198
43299,1,Eli Apple,CB,0.86274159826
43301,136,Sheldon Rankins,DT,0.84400719054
43302,122,Laremy Tunsil,T,0.0005617050474
43303,1,Karl Joseph,SS,0.8656823677
43306,9,Keanu Neal,MLB,0.6943392274
43307,209,Ryan Kelly,C,0.0010122941691
43308,104,Shaq Lawson,DE,1.2856432614
43316,209,Kenny Clark,NT,0.4370629816
43318,50,Robert Nkemdiche,DT,1.5035041671
43319,43,Vernon Butler,DT,0.4711665991
43320,129,Germain Ifedi,T,0.0014502860715
43321,202,Emmanuel Ogbah,DE,0.50740334
43323,12,Jaylon Smith,MLB,0.542790098
43324,25,Hunter Henry,TE,0.005637908091
43325,19,Myles Jack,MLB,0.7161322982
43326,127,Chris Jones,DT,0.2809629115
43330,14,Reggie Ragland,ILB,0.7913481124
43332,114,Austin Johnson,NT,0.4221309834
43333,93,Jihad Ward,OLB,0.3797226146
43335,60,A'Shawn Robinson,DT,0.42949477559
43337,41,Jason Spriggs,T,9.015356487e-05
43338,147,Jarran Reed,DT,0.3207364299
43341,25,Deion Jones,ILB,0.49321050519
43343,7,Mackensie Alexander,CB,0.9288553909
43344,1,Tyler Boyd,WR,0.0010262383783
43345,210,Cody Whitehair,G,0.0008195683167
43350,13,Vonn Bell,SS,1.025800919
43352,81,Adam Gotsis,DE,0.620625299
43353,5,Kevin Byard,FS,0.9614253544
43354,75,Carl Nassib,DE,1.0265161175
43356,125,Maliek Collins,DT,0.4277631533
43358,198,Yannick Ngakoue,DE,0.948234928
43361,63,Jonathan Bullard,DE,0.34585219498
43366,2,Daryl Worley,CB,0.9594178609
43367,297,Joe Thuney,G,0.0010285441622
43368,81,Isaac Seumalo,G,0.0016594708499
43370,23,Austin Hooper,TE,0.0053079833038
43372,54,Jordan Jenkins,DE,0.5116574943
43373,7,Kendall Fuller,CB,8.73867595
43376,11,Nick Vigil,OLB,0.9827131781
43377,68,Kyler Fackrell,OLB,0.34882580101
43378,151,Javon Hargrave,DT,1.406655082
43384,180,Graham Glasgow,G,0.0029184633239
43387,4,Justin Simmons,FS,0.7789361672
43388,20,Joe Schobert,ILB,1.1448657536
43392,5,Sheldon Day,DT,0.9226216578
43393,12,Tavon Young,CB,0.4841208003
43399,23,Tyler Higbee,TE,0.003284443955
43402,1,Nick Kwiatkoski,ILB,1.3737188348
43404,17,De'Vondre Campbell,ILB,0.5340319164
43405,65,Hassan Ridgeway,DT,2.97723768
43407,5,Juston Burris,SS,0.4758488727
43411,25,Andrew Billings,DT,0.6225384794
43420,7,Blake Martinez,ILB,1.12737653501
43425,28,Devontae Booker,RB,0.0052802654689
43426,136,Dean Lowry,DE,0.9724459018
43435,158,Matt Judon,OLB,0.6247406031
43436,161,Quinton Jefferson,DT,1.4825007149
43441,136,Matt Ioannidis,DT,0.17751863045
43447,146,Brandon Shell,T,0.0057977473941
43453,286,Halapoulivaati Vaitai,G,0.00164227781953
43455,132,D.J. Reader,NT,0.6268441093
43456,1,Marqui Christian,SS,1.19517776101
43460,9,Alex Collins,RB,0.003790983911
43465,5,Andy Janovich,FB,0.006024791438
43474,4,DeAndre Houston-Carson,FS,1.0925027819
43484,145,Wes Schweitzer,G,0.0014796184669
43495,1,Mike Thomas,WR,0.0045430330303
43497,7,Kamu Grugier-Hill,ILB,0.9158280536
43503,20,Elandon Roberts,ILB,0.31462038694
43516,31,Stephen Weatherly,OLB,0.30330794882
43522,1,Jalen Mills,CB,0.8617176837
43533,18,Jayron Kearse,FS,1.43696328177
43540,3,Joe Walker,ILB,1.361245876
43638,94,Justin Zimmer,DT,0.5495095766
43641,17,Mike Hilton,CB,0.3268328554
43645,3,Jarrod Wilson,SS,1.55580841856
43648,41,Justin Murray,T,0.00101556533
43694,47,Michael Pierce,NT,1.30288185137
43695,110,Matt Skura,C,0.0065268578472
43698,6,Woodrow Hamilton,DT,1.3163069702
43700,2,Jonathan Jones,CB,0.69708142692
43712,1,Sharrod Neasman,CB,1.0630421574
43722,17,J.D. McKissic,RB,0.001875885487
43757,3,Andrew Adams,SS,0.59882444713
43775,70,Romeo Okwara,OLB,0.3518619654
43787,60,Roy Robertson-Harris,DT,0.5420580884
43791,130,Morgan Fox,DE,1.599731645
43797,4,Cory Littleton,OLB,1.1578723241
43845,5,Stephen Anderson,TE,0.0040731017014
43854,28,Brennan Scarlett,OLB,0.66552495989
43938,8,Antwaun Woods,DT,1.0365709062
43971,11,C.J. Ham,FB,0.005863044163
43986,5,Antonio Hamilton,CB,0.8644265271
44009,2,J.P. Holtz,TE,0.0049206771339
44068,115,Lucas Patrick,G,0.0014967535473
44075,14,Garrett Griffin,TE,0.004395985067
44174,65,Sam Eguavoen,ILB,0.31044821791
44202,2,Tevaughn Campbell,CB,1.12357662528
44792,12,Mo Alie-Cox,TE,0.0021644599879
44813,186,Myles Garrett,DE,0.2738549813
44815,127,Solomon Thomas,DT,1.1737046541
44816,13,Leonard Fournette,RB,0.003069721807
44818,28,Jamal Adams,SS,1.23052459465
44820,13,Christian McCaffrey,RB,0.0025373102393
44825,157,Haason Reddick,OLB,0.13775681513
44826,142,Derek Barnett,DE,0.16906201349
44827,3,Malik Hooker,FS,0.9695400771
44828,2,Marlon Humphrey,CB,0.8498426977
44829,200,Jonathan Allen,DT,0.4491869708
44830,2,Adoree' Jackson,CB,1.1167540147
44831,18,O.J. Howard,TE,0.0028094120378
44832,257,Garett Bolles,T,0.0017106938063
44834,137,Charles Harris,OLB,0.28586710534
44837,20,Jabrill Peppers,SS,0.6908576295
44838,120,Takkarist McKinley,DE,0.07573133057
44839,2,Tre'Davious White,CB,1.0985978314
44841,20,David Njoku,TE,0.0025098911491
44842,133,T.J. Watt,OLB,1.075625467
44844,163,Ryan Ramczyk,T,0.00058367932295
44845,1,Kevin King,CB,0.9292473658
44846,218,Cam Robinson,T,0.0001808795925
44847,135,Malik McDowell,DT,0.4416975981
44848,15,Budda Baker,SS,1.1182026816
44851,5,Marcus Maye,FS,1.0126168391
44853,19,Dalvin Cook,RB,0.0023246900482
44857,16,Adam Shaheen,TE,0.0024090642294
44859,108,Tyus Bowser,OLB,0.16763504434
44860,23,Joe Mixon,RB,0.0007407814491
44863,76,DeMarcus Walker,DE,0.16877713623
44867,101,Dalvin Tomlinson,DT,0.28496383117
44869,9,Zach Cunningham,ILB,0.5823469964
44871,94,Tanoh Kpassagnon,DE,0.9476072211
44872,2,Chidobe Awuzie,CB,1.2954349197
44875,222,Dion Dawkins,T,0.00023608424548
44876,272,Taylor Moton,T,0.00021142924325
44877,183,Larry Ogunjobi,DT,0.727863801
44879,15,Alvin Kamara,RB,0.001142530244
44880,136,Dawuane Smoot,DE,0.2801959104
44882,41,Pat Elflein,C,0.0020539790533
44886,139,Chris Wormley,DE,0.9655598399
44887,2,Duke Riley,ILB,0.82163921632
44888,28,Alex Anzalone,ILB,0.47178519383
44892,122,Tarell Basham,DE,0.3467374954
44893,1,Fabian Moreau,CB,0.813484078
44902,1,Shaquill Griffin,CB,0.63406088356
44904,2,Jourdan Lewis,CB,0.7103069361
44905,36,Montravius Adams,DE,0.3873655798
44912,16,Jonnu Smith,TE,0.00132713329081
44915,186,Trey Hendrickson,DE,0.4234202228
44917,20,James Conner,RB,0.0026314914269
44922,50,Jaleel Johnson,DT,0.3732440122
44925,1,Eddie Jackson,SS,0.7981510245
44926,8,Rayshawn Jenkins,SS,0.7281926074
44927,15,Samaje Perine,RB,0.00023525230656
44937,9,Jalen Reeves-Maybin,OLB,0.77785607128
44938,73,Samson Ebukam,DE,1.4122569861
44942,8,David Sharpe,T,0.0021521053823
44943,118,Julien Davenport,T,0.0015227818008
44944,124,Deatrich Wise,DE,0.4371806182
44947,13,Jamaal Williams,RB,0.00181571429559
44949,17,Sean Harlow,G,0.00224185663377
44955,74,Carlos Watkins,DE,0.4804726005
44956,5,Marlon Mack,RB,0.0020726945527
44957,119,Grover Stewart,DT,0.62434523
44964,3,Desmond King,CB,0.63851484159
44968,7,Jayon Brown,ILB,1.28148442103
44970,2,Will Holden,T,0.0017360213502
44974,5,Anthony Walker,MLB,1.1113019814
44976,22,Matt Milano,OLB,0.9584813069
44987,17,Eric Saubert,TE,0.00155317444141
44991,102,Davon Godchaux,NT,0.4167239705
44995,23,Aaron Jones,RB,0.00148221546976
44999,22,Chuck Clark,SS,0.6812997443
45006,4,Jordan Evans,OLB,1.1083878648
45007,11,Vincent Taylor,DT,1.028524598
45008,3,Tanner Vallejo,ILB,1.21384003892
45009,152,Al-Quadin Muhammad,DE,0.3570511946
45011,81,D.J. Jones,DT,1.0792950267
45012,259,Chase Roullier,C,9.56188110249e-05
45020,1,Brandon Wilson,FS,1.41828929327
45021,7,Rudy Ford,SS,0.6450265048
45033,8,Ifeadi Odenigbo,DE,0.7778915331
45038,20,Isaac Rochell,DE,0.5562833024
45042,4,Adrian Colbert,FS,0.736221793
45045,1,Elijah Lee,OLB,0.4851923877
45056,197,Kyle Fuller,G,0.0023064560489
45063,7,Pat O'Connor,DE,1.66826076471
45094,7,Johnny Mundt,TE,0.008132602582
45142,3,Darrell Daniels,TE,0.006310660332
45203,5,Tashawn Bower,DE,1.3085003728
45215,6,Eric Wilson,OLB,0.7151520941
45217,3,Cethan Carter,TE,0.004617298171
45226,89,Josh Tupou,NT,0.3267711801
45268,57,Patrick Ricard,FB,0.0045127783069
45274,172,Adam Butler,DE,0.4453863908
45281,3,Jacob Hollister,TE,0.005450558909
45287,16,Kenny Moore,CB,0.61447822728
45302,1,Torry McTyer,CB,1.3576303175
45321,21,Antony Auclair,TE,0.0037622601607
45339,29,Pharaoh Brown,TE,0.0077263411891
45395,8,Arthur Maulet,CB,2.0541712454
45481,21,Ricky Seals-Jones,TE,0.00494178842
45532,10,Blake Jarwin,TE,0.0045688432327
45533,18,Joseph Jones,ILB,1.0617218849
45550,59,Elijah Wilkinson,T,0.0004491889888
45573,20,Austin Ekeler,RB,5.318658628e-05
45594,8,Colin Thompson,TE,0.003215270234
45630,211,Storm Norton,T,0.002378053542
45635,5,Robert Tonyan,TE,0.0050193834984
45719,2,Dare Ogunbowale,RB,0.004160772524
45785,8,Dan Arnold,TE,0.0026859273294
46071,13,Saquon Barkley,RB,0.0048084917708
46073,2,Denzel Ward,CB,1.4076907363
46074,9,Bradley Chubb,OLB,0.4452226185
46075,104,Quenton Nelson,G,0.0015017476365
46077,28,Roquan Smith,ILB,0.283453322
46080,2,Minkah Fitzpatrick,SS,0.8118172769
46081,161,Vita Vea,NT,0.2844795241
46082,211,Daron Payne,DT,0.3734111193
46083,34,Marcus Davenport,DE,1.3189263309
46085,12,Tremaine Edmunds,MLB,0.4133307718
46086,8,Derwin James,FS,0.4488785566
46088,10,Leighton Vander Esch,OLB,0.6775437187
46089,136,Frank Ragnow,C,0.0016746258412
46090,227,Billy Price,C,0.0027298476661
46091,7,Rashaan Evans,ILB,0.9756342865
46092,201,Isaiah Wynn,T,0.0017489293405
46094,18,Hayden Hurst,TE,0.004035250515
46097,1,Terrell Edmunds,SS,1.2552557455
46098,35,Taven Bryan,DT,0.4349442762
46102,222,Austin Corbett,G,0.0009032778454
46103,267,Will Hernandez,G,0.0022575451217
46104,14,Nick Chubb,RB,0.0086486483444
46105,22,Shaquille Leonard,MLB,1.2271384864
46108,210,James Daniels,G,0.00034264767572
46110,189,Harold Landry,OLB,1.7096304979
46117,102,Uchenna Nwosu,OLB,0.13964713018
46119,215,Connor Williams,G,0.0022005807635
46121,60,Kemoko Turay,DE,0.6399596822
46122,3,M.J. Stewart,SS,0.8641716943
46123,5,Jessie Bates,FS,0.7108146686
46127,11,Isaiah Oliver,CB,0.36272753598
46131,218,Brian O'Neill,T,0.0012927934032
46132,4,Carlton Davis,CB,0.42647091629
46133,167,Tyquan Lewis,DE,0.09941199754
46135,125,Lorenzo Carter,OLB,0.21070798389
46137,1,Justin Reid,SS,0.6567077756
46138,118,B.J. Hill,DT,0.3314032016
46139,16,Fred Warner,MLB,1.5760507486
46140,14,Royce Freeman,RB,0.0020409789027
46141,63,Nathan Shepherd,DT,1.1853828809
46142,40,Jerome Baker,ILB,0.9785400055
46143,101,Geron Christian,T,0.0030952782927
46144,83,Derrick Nnadi,DT,0.6016763373
46146,205,Sam Hubbard,DE,0.06467419726
46148,166,Rasheem Green,DE,0.3395626759
46151,8,Tracy Walker,FS,0.5202729511
46152,297,Orlando Brown,T,0.0007016438568
46153,10,Justin Jones,DT,1.3115372197
46155,3,Mark Andrews,TE,0.00369010572
46156,53,Arden Key,DE,1.0303579974
46157,7,Oren Burks,ILB,1.0890125002
46162,5,Ronnie Harrison,SS,0.6334495669
46163,273,Alex Cappa,G,0.0027826558165
46165,30,Harrison Phillips,DT,0.7900428053
46166,1,Mason Cole,C,0.0049067469058
46167,12,Jordan Akins,TE,0.0061334403504
46168,1,Isaac Yiadom,CB,1.00614942402
46169,1,Dorian O'Daniel,OLB,1.1666400092
46170,35,Ian Thomas,TE,0.0024210967257
46171,6,Jalyn Holmes,DE,0.35951019726
46173,17,Nyheim Hines,RB,0.0044148244233
46175,5,Josey Jewell,ILB,0.9172791946
46180,222,Brian Allen,C,0.001396547887
46185,45,Dorance Armstrong,DE,0.3465200147
46186,10,Jordan Whitehead,SS,0.9279232433
46187,1,Anthony Averett,CB,0.9744429596
46188,17,Kyzir White,ILB,2.275872391
46189,27,Will Dissly,TE,0.0038580964161
46190,5,Taron Johnson,CB,0.7686258588
46191,31,Kenny Young,ILB,0.50737056528
46192,20,Durham Smythe,TE,0.0045869166125
46194,4,Avonte Maddox,CB,0.7488153817
46197,69,Kentavius Street,DE,1.2941153701
46198,29,Will Richardson,T,0.0024158739412
46199,145,Josh Sweat,DE,0.08510195662
46203,26,Chase Edmonds,RB,0.0051200105963
46204,139,John Franklin-Myers,DE,1.285268535
46205,32,Marquis Haynes,DE,0.57379122443
46206,14,Dalton Schultz,TE,0.0036159185946
46209,10,Maurice Hurst,DT,1.0877086602
46212,21,Ja'Whaun Bentley,ILB,0.8431265375
46214,142,Bilal Nichols,DE,0.14563930261
46216,2,Micah Kiser,ILB,1.0600524972
46219,26,Genard Avery,OLB,0.35296100528
46221,4,Dane Cruikshank,SS,1.2698435888
46226,35,Tyler Conklin,TE,0.0030573592134
46229,43,Ogbonnia Okoronkwo,OLB,0.52420544
46230,21,Jermaine Carter,MLB,1.323491909
46232,45,Tim Settle,DT,0.723450083
46235,218,Wyatt Teller,G,0.0017842909555
46249,100,Folorunso Fatukasi,DT,0.97606440872
46250,14,Kylie Fitts,OLB,0.6210233951
46253,2,Marcell Harris,OLB,1.2341420329
46255,114,Jacob Martin,DE,0.24165019409
46259,16,DeShon Elliott,FS,0.40951461025
46264,185,Sebastian Joseph,NT,0.3052656473
46267,4,Reginald McKenzie,G,1.01010439251
46269,25,Foyesade Oluokun,ILB,0.4582827363
46275,101,Matt Pryor,T,0.001774271437
46284,253,Bradley Bozeman,C,0.0005952182119
46302,158,Jordan Mailata,T,0.0006256975062
46304,3,Zaire Franklin,OLB,1.28891129777
46307,87,Zach Sieler,DT,0.18472439487
46313,4,Justin Lawler,OLB,0.9991076881
46320,9,Justin Jackson,RB,0.0030777993447
46322,1,Auden Tate,WR,0.0034170902956
46354,1,Emmanuel Moseley,CB,1.1373031624
46367,6,Phillip Lindsay,RB,0.0022920825372
