nflId,num_snaps,estimate,height,weight,birthDate,collegeName,officialPosition,displayName
37234,30,1.04613180363892,6-6,265,1987-11-21,Marshall,TE,Lee Smith
37240,83,4.91523642847714,6-3,265,1988-12-17,Mississippi State,OLB,Pernell McPhee
37266,242,1.49770694077145,6-3,295,1987-11-05,Cincinnati,C,Jason Kelce
37308,75,2.86863976904018,6-4,315,1990-03-17,Arizona State,DT,Lawrence Guy
37317,7,7.98409177021695,6-0,225,1989-07-05,Southern California,MLB,Malcolm Smith
37724,1,5.16577798945992,5-10,199,1989-06-18,Kansas,CB,Chris Harris
37778,5,2.27329615365545,6-1,235,1989-08-24,Auburn,ILB,Josh Bynes
37841,90,6.84577230715068,6-3,260,1987-09-06,Troy,DE,Mario Addison
38542,159,7.00801720969605,6-4,310,1990-12-13,Mississippi State,DT,Fletcher Cox
38544,126,8.8239075051349,6-5,305,1990-12-21,Louisiana State,DE,Michael Brockers
38548,123,6.55885266841152,6-2,247,1989-04-26,South Carolina,OLB,Melvin Ingram
38551,145,5.31696382504204,6-5,265,1990-02-27,Syracuse,OLB,Chandler Jones
38553,223,-0.335031755647031,6-6,305,1988-12-01,Iowa,T,Riley Reiff
38555,50,7.54884122409934,6-3,260,1990-03-12,Alabama,OLB,Dont'a Hightower
38556,111,3.31732007946366,6-4,258,1990-07-21,Illinois,DE,Whitney Mercilus
38557,257,0.922294726277397,6-4,315,1990-03-08,Wisconsin,G,Kevin Zeitler
38559,10,4.81798534622259,6-2,214,1989-02-02,Notre Dame,SS,Harrison Smith
38577,20,8.22192772344636,6-0,242,1990-06-27,Utah State,MLB,Bobby Wagner
38588,27,8.37477240348704,6-1,233,1990-01-23,Nebraska,ILB,Lavonte David
38606,39,-0.585956645380832,6-5,335,1989-08-19,"Miami, O.",G,Brandon Brooks
38607,51,8.3507955225163,6-2,248,1989-01-11,Arkansas State,ILB,Demario Davis
38619,80,3.99359293004431,6-4,352,1989-11-16,"Regina, Can.",DT,Akiem Hicks
38642,266,0.411748300963246,6-6,325,1989-08-01,Mississippi,T,Bobby Massie
38667,173,8.621186905085,6-5,290,1990-01-11,Tennessee,DT,Malik Jackson
38696,2,-0.761877692081724,6-2,198,1990-03-12,California,WR,Marvin Jones
38868,1,6.29819570756085,6-1,212,1990-08-07,Wyoming,FS,Tashaun Gipson
39008,4,7.72329415797706,6-1,230,1990-09-02,Wagner,OLB,Julian Stanford
39212,20,-1.60589486272398,5-11,220,1990-01-26,Mississippi,RB,Brandon Bolden
39907,12,-0.284119002723244,6-7,270,1986-04-22,California-Irvine,TE,Darren Fells
39908,2,2.36454044711641,6-2,220,1990-04-02,"California, Pa.",FS,Erik Harris
39941,1,2.39161717320245,5-10,207,1990-02-26,Southern Methodist,FS,Chris Banjo
39947,160,-0.778490168484931,6-7,315,1991-01-05,Central Michigan,T,Eric Fisher
39950,119,0.646665202273618,6-6,317,1990-05-08,Oklahoma,T,Lane Johnson
39959,108,2.66126955492154,6-3,294,1990-11-29,Missouri,DT,Sheldon Richardson
39960,88,5.21407980570906,6-2,318,1989-12-20,Utah,DT,Star Lotulelei
39965,188,0.0049449635787248,6-5,311,1990-08-15,Syracuse,G,Justin Pugh
39975,14,-1.57467299859127,6-2,238,1991-03-17,Tennessee,RB,Cordarrelle Patterson
39976,9,5.99758505452387,6-2,235,1991-09-25,Georgia,ILB,Alec Ogletree
39983,6,-1.71084275242522,6-5,250,1990-11-10,Stanford,TE,Zach Ertz
39985,10,1.75150914985211,5-9,205,1991-11-22,North Carolina,RB,Giovani Bernard
39989,5,-0.132030851838483,6-0,193,1992-04-10,Southern California,WR,Robert Woods
39993,14,8.42150021890177,6-0,246,1990-12-03,Louisiana State,ILB,Kevin Minter
39996,12,-1.75123624624979,6-1,225,1992-02-18,Michigan State,RB,Le'Veon Bell
39997,120,8.45167718298519,6-3,340,1992-03-30,Ohio State,NT,Johnathan Hankins
39998,12,2.08278030998315,6-1,245,1991-05-05,Florida,OLB,Jon Bostic
40000,8,5.7687207409887,6-3,255,1989-10-20,Southern Mississippi,OLB,Jamie Collins
40001,5,5.78184916834058,6-8,295,1987-07-14,Southern Methodist,DT,Margus Hunt
40008,1,5.63195521262289,5-10,186,1988-11-01,Southeastern Louisiana,CB,Robert Alford
40011,6,1.288631604436,6-5,260,1989-10-05,Cincinnati,TE,Travis Kelce
40017,14,2.33185026390209,5-9,190,1992-05-13,Louisiana State,SS,Tyrann Mathieu
40023,87,1.61143656940364,6-5,304,1991-07-23,Arkansas-Pine Bluff,T,Terron Armstead
40030,54,8.08976289105502,6-3,327,1989-07-11,Georgia,NT,John Jenkins
40031,14,5.79255573446737,5-11,195,1991-02-09,Rutgers,FS,Logan Ryan
40039,5,8.28386494626742,6-1,205,1991-01-24,Rutgers,SS,Duron Harmon
40042,94,8.31871214483735,6-1,336,1989-02-21,Missouri Southern,NT,Brandon Williams
40051,108,7.41232187803122,6-4,260,1991-02-08,Texas,DE,Alex Okafor
40070,218,-0.602375358251986,6-4,307,1991-02-12,Cornell,C,J.C. Tretter
40074,105,7.59715123468028,6-6,281,1991-07-31,Michigan State,DE,William Gholston
40077,10,2.36648481128684,6-2,260,1990-10-14,Ohio State,DE,John Simon
40089,167,0.755503504058952,6-5,315,1991-06-05,Virginia,G,Oday Aboushi
40095,124,3.23279015295505,6-3,263,1990-09-16,Buffalo,OLB,Steven Means
40096,4,6.95248080584774,6-1,240,1991-07-30,Iowa State,OLB,A.J. Klein
40107,4,5.1851358655327,6-0,197,1990-12-31,Iowa,FS,Micah Hyde
40129,26,1.16500392751318,6-3,230,1990-01-18,Central Florida,RB,Latavius Murray
40138,6,0.116111760021006,5-10,215,1990-07-02,Nebraska,RB,Rex Burkhead
40151,272,0.402622607827906,6-4,319,1991-05-27,Colorado State-Pueblo,C,Ryan Jensen
40166,5,3.69198216438546,6-0,191,1991-04-25,Oregon State,SS,Jordan Poyer
40171,128,3.53558837804562,6-4,309,1990-02-21,Samford,DE,Nicholas Williams
40253,6,5.72245477789429,6-3,249,1990-08-26,Florida,DE,Lerentee McCray
40347,67,3.16673193334534,6-3,328,1991-04-20,Wyoming,NT,Mike Purcell
40463,16,3.26964135227333,6-3,263,1991-07-02,Pennsylvania,OLB,Brandon Copeland
40608,49,8.44335445502278,6-2,293,1989-02-06,Alabama,NT,Damion Square
40641,13,-0.553273187755372,6-6,262,1990-05-05,Western Kentucky,TE,Jack Doyle
40688,6,2.98913694462375,6-0,191,1991-08-16,Central Florida,CB,A.J. Bouye
40825,55,5.65252713663234,6-3,265,1991-08-03,Idaho,OLB,Benson Mayowa
41222,252,-0.141242113032761,6-9,320,1988-09-22,Army,T,Alejandro Villanueva
41227,149,2.74923793468274,6-5,255,1993-02-14,South Carolina,DE,Jadeveon Clowney
41231,142,3.6401948331176,6-3,269,1991-02-22,Buffalo,OLB,Khalil Mack
41232,256,0.0801232973535564,6-5,309,1992-02-11,Texas A&amp;M,T,Jake Matthews
41235,12,2.16539444659423,6-5,255,1992-03-18,UCLA,OLB,Anthony Barr
41239,238,7.74079285861607,6-1,280,1991-05-23,Pittsburgh,DT,Aaron Donald
41243,28,6.66279134119208,6-2,250,1992-06-19,Alabama,ILB,C.J. Mosley
41249,84,3.19664422047493,6-2,252,1991-03-19,Auburn,DE,Dee Ford
41256,7,3.43124703316651,5-11,193,1991-07-18,Northern Illinois,FS,Jimmie Ward
41257,4,4.31521320740177,5-11,194,1992-05-01,Ohio State,CB,Bradley Roby
41262,59,0.245303748685924,6-4,310,1991-01-01,UCLA,G,Xavier Su'a-Filo
41263,25,8.44497987232491,6-3,265,1992-04-28,Boise State,DE,Demarcus Lawrence
41264,218,1.44574704223044,6-4,320,1991-10-11,Nevada,G,Joel Bitonio
41269,62,8.32434565941,6-3,250,1991-03-26,Brigham Young,OLB,Kyle Van Noy
41279,57,5.45632975521899,6-3,252,1993-01-17,Georgia Tech,OLB,Jeremiah Attaochu
41286,12,1.79557246082427,6-0,229,1990-09-20,Ohio State,RB,Carlos Hyde
41293,175,-0.179495749732775,6-6,315,1991-05-29,Missouri,C,Justin Britt
41296,202,-0.215390396548237,6-5,310,1991-10-17,North Dakota State,T,Billy Turner
41300,10,2.77097844265443,6-2,235,1992-08-31,Iowa,OLB,Christian Kirksey
41310,205,0.794592518515399,6-3,336,1991-07-12,Mississippi State,G,Gabe Jackson
41322,163,-1.37225836795486,6-6,315,1992-01-25,Miami,G,Brandon Linder
41324,73,-1.04242449516827,6-6,301,1990-11-15,Michigan,G,Michael Schofield
41332,5,-1.26984766740673,5-8,206,1992-03-15,Florida State,RB,Devonta Freeman
41336,66,7.63981332052121,6-2,350,1990-12-27,Louisiana Tech,DT,Justin Ellis
41338,19,2.55547720621104,6-0,191,1991-08-06,Duke,CB,Ross Cockrell
41341,121,4.69023409140159,6-4,322,1991-12-27,Penn State,DT,DaQuan Jones
41348,10,7.51563759827101,6-0,235,1992-06-10,Iowa,ILB,Anthony Hitchens
41349,6,-1.42978767071,6-6,250,1991-07-01,Virginia Tech,TE,Logan Thomas
41358,4,2.3755211465775,6-2,200,1991-12-01,North Carolina State,CB,Dontae Johnson
41359,12,-1.59660436646453,5-10,205,1992-02-03,Wisconsin,RB,James White
41363,79,8.44230170375542,6-7,300,1991-05-05,Virginia,DE,Brent Urban
41376,5,2.45262512808009,5-9,186,1991-12-18,Purdue,SS,Ricardo Allen
41387,6,4.12137910637261,6-2,292,1991-11-23,Princeton,DT,Caraun Reid
41390,238,1.34586887049709,6-3,301,1991-07-27,Ohio State,C,Corey Linsley
41403,46,7.99968946187077,6-3,256,1991-06-24,Southern California,OLB,Devon Kennard
41436,272,0.861538683107275,6-3,300,1989-10-12,Boise State,C,Matt Paradis
41449,60,3.32583699216157,6-5,310,1991-02-25,Connecticut,DE,Shamar Stephen
41464,136,8.43434768239919,6-2,290,1991-08-11,Illinois State,DE,Shelby Harris
41475,259,-0.734069289234448,6-3,305,1991-10-09,Boise State,T,Charles Leno
41502,21,2.79205752444935,6-2,208,1990-03-05,Brigham Young,FS,Daniel Sorensen
41532,86,0.55719238329611,6-5,310,1991-12-17,North Carolina,T,James Hurst
41563,112,0.177593242038516,6-8,328,1991-07-18,Kansas State,T,Cornelius Lucas
41595,3,5.57267119295186,6-4,332,1991-05-09,Colorado State-Pueblo,NT,Mike Pennel
41619,221,1.72313473196215,6-3,316,1992-07-06,Texas,C,Trey Hopkins
41630,60,0.333083844112796,6-3,317,1992-05-31,Central Florida,C,Justin McCray
41665,55,1.23414934339786,6-3,310,1991-05-05,Clemson,G,Tyler Shatley
41667,15,-0.0486661196617812,6-6,306,1991-02-14,James Madison,T,Josh Wells
41707,1,0.777100733868155,6-4,325,1991-07-08,Utah State,C,Tyler Larsen
41712,14,1.65645547325498,5-11,224,1992-04-03,Oklahoma,RB,Damien Williams
41722,9,8.49887293977102,6-6,290,1991-02-17,Stanford,DE,Josh Mauro
41786,147,6.33647819569471,6-2,270,1991-05-02,Texas Tech,DE,Kerry Hyder
41808,16,-1.50431586493327,6-0,240,1992-04-08,San Jose State,FB,Keith Smith
41915,189,7.81842369346124,6-2,250,1992-11-17,Colorado State,OLB,Shaquil Barrett
41919,14,5.32401953700562,6-2,334,1990-08-29,Delaware,DT,Zach Kerr
41939,216,1.63023714171741,6-6,325,1991-10-25,Ohio State,G,Andrew Norwell
41947,3,8.3971972607337,6-3,250,1991-02-18,Florida State,ILB,Christian Jones
41959,238,1.28265527557039,6-6,330,1992-07-07,Bloomsburg,G,Matt Feiler
42030,4,8.68323049491547,5-9,183,1991-07-12,Pittsburgh,CB,K'Waun Williams
42031,175,2.13976484037451,6-5,285,1990-07-15,Mississippi State,DE,Denico Autry
42116,8,2.12784142099115,5-11,210,1992-03-28,Texas,SS,Adrian Phillips
42302,23,-1.87173678584833,6-6,255,1992-04-10,Canisius,TE,Chris Manhertz
42331,42,7.68865983270367,6-6,265,1992-04-13,No College,DE,Efe Obada
42346,113,5.55156482261368,6-3,255,1994-08-03,Florida,OLB,Dante Fowler
42348,113,0.359623614199287,6-5,315,1991-12-26,Iowa,G,Brandon Scherff
42349,207,7.7355049019923,6-5,302,1994-06-20,Southern California,DT,Leonard Williams
42352,259,-0.554441561774339,6-6,329,1994-04-25,Miami,G,Ereck Flowers
42355,52,4.15083063185299,6-2,345,1993-08-20,Washington,NT,Danny Shelton
42356,127,0.99427146348513,6-7,316,1993-11-04,Stanford,G,Andrus Peat
42358,19,1.98034384581706,6-1,215,1993-04-13,Wisconsin,RB,Melvin Gordon
42360,141,8.20600421084191,6-7,292,1993-11-15,Oregon,DE,Arik Armstead
42362,194,-1.21614674319915,6-5,313,1992-08-23,Florida State,T,Cameron Erving
42365,99,4.70627012177619,6-4,269,1993-02-12,Kentucky,OLB,Bud Dupree
42367,205,1.65922028324238,6-5,307,1993-12-28,Florida,T,D.J. Humphries
42368,25,8.34229367983587,6-0,230,1994-04-21,Washington,OLB,Shaq Thompson
42370,3,8.38963938146344,6-0,205,1992-09-26,Connecticut,CB,Byron Jones
42375,99,2.90643653336646,6-2,320,1994-02-02,Texas,DT,Malcom Brown
42376,8,4.9520690761132,6-0,218,1994-01-10,Alabama,SS,Landon Collins
42377,270,1.24037291792783,6-6,338,1993-06-23,Penn State,T,Donovan Smith
42378,54,8.64578424670118,6-3,280,1994-01-25,Florida State,DT,Mario Edwards
42381,117,6.43858811164198,6-5,265,1992-11-17,Mississippi State,OLB,Preston Smith
42382,48,2.78073896258634,6-3,320,1994-01-06,Florida State,NT,Eddie Goldman
42386,2,7.69371545553634,6-4,257,1992-11-19,Mississippi State,ILB,Benardrick McKinney
42388,24,4.91847585419594,6-0,232,1992-02-29,UCLA,ILB,Eric Kendricks
42389,2,3.16260485837614,6-1,215,1992-02-12,Samford,SS,Jaquiski Tartt
42390,7,2.07634377644893,6-1,205,1992-10-03,Utah,SS,Eric Rowe
42391,3,4.92962262679362,5-11,240,1992-12-05,Miami,ILB,Denzel Perryman
42392,221,-1.41228658214987,6-6,305,1992-04-21,Missouri,C,Mitch Morse
42395,24,7.52974632444903,6-6,341,1992-09-21,Oklahoma,DE,Jordan Phillips
42398,21,0.930505467589698,6-4,252,1994-04-12,Minnesota,TE,Maxx Williams
42400,222,-0.137135868796,6-8,328,1992-05-13,Wisconsin,T,Rob Havenstein
42401,165,5.72094484341292,6-3,260,1991-03-13,Missouri,OLB,Markus Golden
42403,117,2.57769714070399,6-5,255,1992-11-23,Nebraska,DE,Randy Gregory
42404,270,0.744986295732121,6-4,307,1993-04-17,Hobart,G,Ali Marpet
42406,87,2.78020892811481,6-3,260,1993-06-14,Michigan,DE,Frank Clark
42410,109,-0.498038242958155,6-3,325,1991-10-03,South Carolina,G,A.J. Cann
42421,7,8.77800916240667,6-0,196,1993-06-01,Florida State,CB,P.J. Williams
42424,221,1.17141399008297,6-3,315,1993-08-12,Louisville,G,John Miller
42427,36,4.94587103151118,6-1,236,1992-06-27,Texas,ILB,Jordan Hicks
42429,25,-1.94478001783187,6-1,224,1991-12-16,Northern Iowa,RB,David Johnson
42431,188,2.09454309442639,6-5,252,1994-10-29,Louisiana State,DE,Danielle Hunter
42433,48,2.6786981905943,6-5,320,1992-03-02,Iowa,NT,Carl Davis
42436,13,8.81205669144602,6-6,301,1991-08-03,Stanford,DE,Henry Anderson
42443,104,4.62808215195705,6-4,318,1992-11-14,Auburn,DT,Angelo Blackson
42444,97,7.65673683355612,6-2,265,1993-08-16,Arkansas,OLB,Trey Flowers
42445,221,1.3779123381248,6-6,330,1992-08-31,Oklahoma,T,Daryl Williams
42460,12,-1.45338659220899,6-6,252,1991-08-07,Oklahoma,TE,Blake Bell
42465,7,2.41659879722515,6-4,272,1992-09-08,Kentucky,OLB,Za'Darius Smith
42467,12,3.69733058037883,6-1,227,1994-08-03,Louisiana State,OLB,Kwon Alexander
42469,38,-1.13906235152826,5-9,221,1993-02-19,South Carolina,RB,Mike Davis
42470,13,3.51115034443632,6-0,243,1993-05-28,Minnesota,OLB,Damien Wilson
42471,199,-1.47806392196263,6-4,323,1992-02-10,Miami,G,Jon Feliciano
42474,192,0.348385355417216,6-1,310,1993-08-28,Georgia Tech,G,Shaquille Mason
42476,116,-0.962623800516895,6-4,309,1991-11-09,Florida,C,Max Garcia
42477,192,0.720403705702498,6-4,310,1992-05-03,West Virginia,G,Mark Glowinski
42480,165,2.45132302697677,6-0,305,1993-04-28,Clemson,DT,Grady Jarrett
42485,4,8.65052198550488,6-0,214,1993-04-29,Penn State,FS,Adrian Amos
42488,1,2.58919421492595,5-11,192,1993-08-18,Memphis,CB,Bobby McCain
42497,83,3.21361111980602,6-2,309,1992-09-03,Fresno State,DT,Tyeler Davison
42500,14,1.75405983200723,6-6,260,1993-01-14,Auburn,TE,C.J. Uzomah
42503,8,1.80331814432766,6-7,250,1994-06-04,Penn State,TE,Jesse James
42535,75,4.60476360032448,6-1,300,01/22/1994,Arkansas,DT,Darius Philon
42543,1,5.30385792225506,5-9,197,1993-01-22,Texas,FS,Quandre Diggs
42553,58,6.50531015291623,6-1,298,03/10/1992,Louisiana-Lafayette,DT,Christian Ringo
42559,109,8.87713743436493,6-2,305,1993-10-16,Rice,NT,Christian Covington
42560,91,3.55810454961639,6-2,307,1993-07-03,Southern Mississippi,DT,Rakeem Nunez-Roches
42565,36,-0.321928649994481,6-3,300,1991-11-27,South Florida,C,Austin Reiter
42654,53,-1.02010105537655,6-4,320,1993-07-26,Louisiana State,T,La'el Collins
42667,33,6.07310084117944,6-2,315,1993-07-27,Louisiana-Lafayette,DT,Justin Hamilton
42721,10,-1.47740100652747,6-6,263,1992-04-22,Texas-El Paso,TE,Eric Tomlinson
42765,122,-1.77800555942044,6-4,320,1992-07-22,Minn. State-Mankato,G,Chris Reed
42816,11,6.3204834973237,5-11,184,1991-08-29,Oregon,CB,Troy Hill
42826,77,2.87835427235074,6-1,292,1992-12-29,Clemson,DT,DeShawn Williams
42830,1,5.29300585965654,6-1,202,1991-10-09,Virginia,FS,Anthony Harris
42837,42,1.75522083181375,5-11,222,1993-05-15,Texas,RB,Malcolm Brown
42869,8,8.10212067716792,6-1,254,1993-06-27,Stanford,OLB,James Vaughters
42883,247,-0.275294074637485,6-3,300,1992-07-10,Georgia,C,David Andrews
42901,4,3.74670912509987,6-1,208,1992-07-25,James Madison,SS,Dean Marlowe
42924,250,-1.12294450428953,6-6,325,1991-09-15,Idaho,T,Jesse Davis
42929,2,2.551311599631,6-2,242,1993-12-07,Montana State,OLB,Alex Singleton
42935,5,7.66155304669254,5-9,188,1991-10-23,Rice,CB,Bryce Callahan
42954,115,-1.40751632165462,6-4,310,1992-04-23,Toledo,C,Greg Mancz
43045,224,1.17475703592836,6-4,330,1991-08-07,West Virginia,G,Quinton Spain
43062,7,7.74642640508848,6-1,240,1991-08-15,Cal Poly,ILB,Nick Dzubnar
43292,149,2.81344720192164,6-5,280,1995-07-11,Ohio State,OLB,Joey Bosa
43293,23,1.01495027136324,6-0,228,1995-07-22,Ohio State,RB,Ezekiel Elliott
43294,7,7.15605516706693,6-1,208,1994-10-24,Florida State,CB,Jalen Ramsey
43296,189,7.0401470428428,6-7,300,1994-03-17,Oregon,DT,DeForest Buckner
43297,143,1.59704771141806,6-6,308,1994-08-17,Michigan State,T,Jack Conklin
43298,185,8.48105431287756,6-5,240,1992-09-08,Georgia,OLB,Leonard Floyd
43299,1,4.06862018918035,6-1,203,1995-08-09,Ohio State,CB,Eli Apple
43301,136,6.45532439634425,6-2,305,1994-04-02,Louisville,DT,Sheldon Rankins
43302,122,0.852841087311662,6-5,313,1994-08-02,Mississippi,T,Laremy Tunsil
43303,1,2.75123048241339,5-10,200,1993-09-08,West Virginia,SS,Karl Joseph
43306,9,3.28598438596718,6-1,216,1995-07-26,Florida,MLB,Keanu Neal
43307,209,-1.01580848328747,6-4,309,1993-05-30,Alabama,C,Ryan Kelly
43308,104,6.16793468368474,6-3,267,1994-06-17,Clemson,DE,Shaq Lawson
43316,209,6.54662088308667,6-3,314,1995-10-04,UCLA,NT,Kenny Clark
43318,50,5.60033247372823,6-4,296,09/19/1994,Mississippi,DT,Robert Nkemdiche
43319,43,3.00584535160664,6-4,330,1994-06-14,Louisiana Tech,DT,Vernon Butler
43320,129,0.679335206012627,6-5,325,1994-06-02,Texas A&amp;M,T,Germain Ifedi
43321,202,2.68646583531264,6-4,275,1993-11-06,Oklahoma State,DE,Emmanuel Ogbah
43323,12,8.33333729644013,6-2,245,1995-06-14,Notre Dame,MLB,Jaylon Smith
43324,25,-1.76163773029151,6-5,250,1994-12-07,Arkansas,TE,Hunter Henry
43325,19,2.86324590830792,6-1,244,1995-09-03,UCLA,MLB,Myles Jack
43326,127,4.95931723317933,6-6,308,1994-07-03,Mississippi State,DT,Chris Jones
43330,14,8.1547163185816,6-2,252,1993-09-23,Alabama,ILB,Reggie Ragland
43332,114,2.93582755111288,6-4,314,1994-05-08,Penn State,NT,Austin Johnson
43333,93,5.13549849576298,6-5,287,1994-05-11,Illinois,OLB,Jihad Ward
43335,60,7.50493305801613,6-4,330,1995-03-21,Alabama,DT,A'Shawn Robinson
43337,41,-0.189243089535695,6-6,301,1994-05-17,Indiana,T,Jason Spriggs
43338,147,2.96517035111571,6-3,306,1992-12-16,Alabama,DT,Jarran Reed
43341,25,5.6658730633062,6-1,227,1994-11-04,Louisiana State,ILB,Deion Jones
43343,7,2.76395676745314,5-10,192,1993-11-12,Clemson,CB,Mackensie Alexander
43344,1,1.0885270934614,6-2,203,1994-11-15,Pittsburgh,WR,Tyler Boyd
43345,210,1.55458585251793,6-3,309,1992-07-11,Kansas State,G,Cody Whitehair
43350,13,2.34101056838898,5-11,205,1994-12-12,Ohio State,SS,Vonn Bell
43352,81,8.45090408279743,6-4,287,1992-09-23,Georgia Tech,DE,Adam Gotsis
43353,5,3.17229900320932,5-11,212,1993-08-17,Middle Tennessee,FS,Kevin Byard
43354,75,6.43360835798879,6-7,275,1993-04-12,Penn State,DE,Carl Nassib
43356,125,4.00602865414445,6-2,308,1995-04-08,Nebraska,DT,Maliek Collins
43358,198,4.48739865959872,6-2,246,1995-03-31,Maryland,DE,Yannick Ngakoue
43361,63,4.97492464180283,6-3,296,1993-10-22,Florida,DE,Jonathan Bullard
43366,2,4.70196399040343,6-1,215,1995-02-22,West Virginia,CB,Daryl Worley
43367,297,-1.41589736275709,6-5,308,1992-11-18,North Carolina State,G,Joe Thuney
43368,81,0.0549974202782746,6-4,303,1993-10-29,Oregon State,G,Isaac Seumalo
43370,23,-1.40702625038301,6-4,254,1994-10-29,Stanford,TE,Austin Hooper
43372,54,6.58669639250992,6-3,259,1994-07-01,Georgia,DE,Jordan Jenkins
43373,7,7.87460332298647,5-11,198,1995-02-13,Virginia Tech,CB,Kendall Fuller
43376,11,8.45098989759136,6-2,235,1993-08-20,Utah State,OLB,Nick Vigil
43377,68,8.49079249396272,6-5,245,1991-11-25,Utah State,OLB,Kyler Fackrell
43378,151,4.47180973299999,6-2,305,1993-02-07,South Carolina State,DT,Javon Hargrave
43384,180,-0.258324767563459,6-6,310,1992-08-19,Michigan,G,Graham Glasgow
43387,4,5.97374577600822,6-2,202,1993-11-19,Boston College,FS,Justin Simmons
43388,20,4.74414643372952,6-1,245,1993-11-06,Wisconsin,ILB,Joe Schobert
43392,5,4.77399867827223,6-1,294,1994-07-01,Notre Dame,DT,Sheldon Day
43393,12,2.73101097695114,5-9,185,1994-03-14,Temple,CB,Tavon Young
43399,23,1.78304495166143,6-6,257,1993-01-01,Western Kentucky,TE,Tyler Higbee
43402,1,3.45324122809403,6-2,242,1993-05-26,West Virginia,ILB,Nick Kwiatkoski
43404,17,6.35463230586513,6-4,232,1993-07-01,Minnesota,ILB,De'Vondre Campbell
43405,65,4.73477719079277,6-3,305,1994-11-02,Texas,DT,Hassan Ridgeway
43407,5,2.45963175773531,6-0,212,1993-08-04,North Carolina State,SS,Juston Burris
43411,25,3.68031244386591,6-1,328,1995-03-06,Baylor,DT,Andrew Billings
43420,7,2.81904146352558,6-2,237,1994-01-09,Stanford,ILB,Blake Martinez
43425,28,0.392931026309761,5-11,219,1992-05-27,Utah,RB,Devontae Booker
